canonical_smiles,standard_value
Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(C(F)(F)F)cc24)C3=O)cn1,3.8
COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)cc2C)c1=O,4.375
CCOc1nc(Nc2ccc(C(=O)N3CCC(F)CC3)cc2OC)nc2[nH]ccc12,5.7
CS(=O)(=O)C1(c2cc(C3=CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,2.9
CC(C)CCc1sc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4ccc(C(F)(F)F)cc4)cc3)cn2C)nc1C(=O)NCCCN(C)C,5.85
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,2.66
CC1(C)Cc2cccc(CN(C(=O)CF)c3ccccc3Oc3ccccc3)c2O1,2.6
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccccc2)[C@@H]3C)n1,1.3
COc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,2.5
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,0.8
CN(C)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,2.45
COCCNC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)C2,3.31
CC(C)(CNc1ccc(C(N)=O)cn1)c1cccc(N2CCNCC2)c1,1.6
CCCC1C(C(=O)Nc2cccc(Cl)c2)=C(C)NC2=C1C(=O)CCC2,3.77
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3ccnc3)cc2)cc1,3.85
Cc1cc(NC2Cc3c(F)ccc(F)c3C2)n2nc(C(C)(F)F)nc2n1,3.2
CNC(=O)c1cnc2ccccc2c1Nc1ccc(Cl)cc1F,3.3
CCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1,1.95
O=[N+]([O-])c1ccc(/C=N/O)o1,1.28
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2cnnc2)c1,1.05
COc1cc2c(=O)c3c([nH]c2cc1Cl)CCCC3,1.3
NCCN1CCN(C2(c3ccc(Oc4ccc(Br)cc4)cc3)C(=O)NC(=O)NC2=O)CC1,0.78
NC1CCN(c2nc(=O)[nH]c3cc(Cl)ccc23)C1,0.11
C[C@@]1(c2cccc(-c3ccc(F)cc3F)c2Cl)CC(=O)N([C@H]2CCC(F)(F)[C@@H](O)C2)C(=N)N1,2.4
O=C(Nc1c(F)c(F)c(-c2cccc(F)c2)c(F)c1F)c1c(O)nn2ccccc12,2.69
CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cnc(N)nc21,4.2
Cc1cc(C)c(CN2CCc3c(Cl)cc(-c4c(C)noc4C)c(Cl)c3C2=O)c(=O)[nH]1,3.1
Cc1cc(Nc2ccc(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,4.25
CO[C@H]1CN(c2nc(C(=O)NN3CCOCC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-0.15
Cn1cc(C#N)c2ccccc21,2.3
Clc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(Cl)cc4)c-3c/c2=N/C[C@@H]2CCCN3CCCC[C@H]23)cc1,5.54
Cc1ccccc1[S+]([O-])CCCCN=C=S,4.69
CC(C)N(C)CC(O)COc1ccc2cc(Br)ccc2c1,3.6
COc1ccc(-c2ccc3c(c2)CN(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3=O)c(F)c1,1.9
CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCOCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12,2.2
Cc1cc(C(=O)N(CC(N)=O)CC(c2ccccc2)c2ccccc2)cn(C)c1=O,2.9
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,2.5
CCP(=O)(OC)c1ccc2nc(-c3cccc(OC(F)F)c3)oc2c1,3.2
CC1(CC(=O)NCc2ccc(-c3cccs3)cc2)CC2(CCCCC2)OO1,3.7
Cn1c(COc2cccc(C#N)c2)nc(N2CCNCC2)cc1=O,0.3
O=C(Nc1ccccc1)c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12,4.1
Cc1nc(C)c(-c2ccc(-c3ccc([C@H](C)C(=O)O)cc3Cl)c(F)c2)nc1C(N)=O,1.0
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,3.053333333333333
CC(=O)N1CC(CC#N)(n2cc(-c3nc(-c4cnn(C)c4)cn4nccc34)cn2)C1,1.2
N#Cc1ccc(C2(C(=O)N3CCC[C@@H]3C(=O)Nc3ccc4[nH]ncc4n3)CCC2)cc1,3.4
CNC(=O)c1ccc(CCNC(=O)c2nc(-c3ccc(OC)c(OC)c3)no2)cc1,1.8
CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCC(=O)N(C)CCO2,3.0
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3cc(C#N)ccc3C2=O)CN1,3.0
O=C(Nc1cc(Nc2c(Cl)cnc3c2OCO3)ccn1)C1CC1,2.7
O=c1c2c([nH]n1Cc1ccccc1)CCNCC2,-0.5
COC1(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)[C@H]2CC[C@H]1CNC2,1.4
CNC(=O)c1cc(C(=O)NC2CC2)c(C)n(Cc2ccccc2)c1=O,2.9
Brc1cnc2ccccc2c1,3.03
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.36
O=C1NC(c2ccsc2)(c2cccc(Nc3ccc(F)cc3)c2)CC(O)=C1Sc1ccccc1Cl,2.4
CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)F)c3)nc2c1,3.09
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CCCC2)C1,2.1
Cc1cc2c(cc1C)-c1oc(CNc3ccc(F)cc3C)c(C)c1C(=O)C2=O,3.31
COc1cccc(NC(=O)c2nnn(Cc3ccc(-n4cccn4)cc3)c2N)c1,2.4
Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)C(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,1.2
COCC(NC(=O)N1CC(=O)Nc2cc(OC(C)C)cnc21)c1ccc(OC(F)(F)F)cc1,3.94
COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccc(C(=O)N(C)CCCN(C)CCCCc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3[18F])nn2)cc1C(C)C,-0.24
Clc1ccc2c(NCc3ncc(CN4CCCC4)[nH]3)ccnc2c1,1.42
C[C@@H]1CN(c2noc(C(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.9
Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,2.9
CCN(Cc1cc2ccn(CC#N)c(=O)c2s1)c1ccc(F)cc1,2.63
Cc1ccc2[nH]c(C(=O)N[C@H]3CN(S(=O)(=O)c4cnccn4)C[C@@H]3C(=O)NCCN(C)C)cc2c1,1.0
Cc1nc2c(-c3ccccc3F)cnn2c(NCc2ccccn2)c1C,4.0
Oc1ccc2c(c1)CCCC(c1ccccc1)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,4.0
CCN(CC)c1ccc(-c2nc3ncccn3c2Cc2coc(C)n2)cn1,1.5
Cc1nn(-c2nnc(-c3ccc(OC(C)C)c(Cl)c3)s2)c(C)c1CC(=O)O,3.62
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCC1CCN(c3ccc(CNc4ccc(C(=O)NC5CCC(=O)NC5=O)c(F)c4)cc3)CC1)c1nnc(C)n1-2,2.9
O=C1CC(c2ccc(Cl)cc2Cl)Cc2nc3ccc(Cl)cc3c(O)c21,3.1
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(C)=O,1.97
Cc1nc2c(C#N)c(C)c(-c3ccccc3)c(N3CC[C@H](N(C)C)C3)c2o1,3.3
O=C1NC(=O)C(Cc2ccccc2)O1,-0.16
N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@]2(O)CO)cc1F,4.9
CO[C@H]1C[C@](CC#N)(n2cc(-c3nc(-c4cnn(C)c4)cn4nccc34)cn2)C1,2.3
O=[N+]([O-])c1nccn1CC(O)CNC1C2CCC(C2)[C@@H]1Br,1.36
CCCn1c(NC(=O)Cc2ccc(F)cc2)nc2cccnc21,3.3
COc1ccc(/C(=N/O)Nc2ccc(F)cc2)cc1,3.02
CN(Cc1ccccc1)C(=O)C1CCCc2c1c1ccccc1n2CCF,2.42
Cc1cccc(-n2c(=O)nc(N(C)C)c3ccc(Cl)cc32)c1,2.4
COc1ccc2nccc(CCN3CCC(NCc4ccc(Cl)cn4)CC3)c2n1,1.28
COc1ccc(NC(=N)c2cccs2)cc1CSC1CCCC1,3.3
CN1CC2(CNC(=O)c3c4c(n(C)c32)-c2cc(-c3cccc(Cl)c3)ncc2CC4)C1,3.7
COCc1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)C2,3.93
O=C(c1ccccc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,1.6
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-0.52
O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1,1.0
c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,3.9
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,2.94
CNC(=O)C(C1CC1)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,4.4
COc1ccc2c(c1)[nH]c(=O)c1sc3ccc(OC)cc3c12,3.43
CC(=O)N1CCc2cc(-c3cnc(NC4CCNCC4)c4[nH]c(=O)c(C)cc34)ccc21,1.4
Cc1cncc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)c1,1.0
c1ccc2c(c1)OC[C@H](CN1CCC[C@H](n3cnc4ccccc43)C1)O2,3.6
COC(=O)[C@H]1CSCc2ccccc2C(=O)OC[C@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,0.65
CN(C(=O)Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,2.93
CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(F)ccc1-2,1.85
COc1cc(N(CC(C)C)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,1.4
O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12,2.8
CN1CC[C@@](O)(C#Cc2ccnc(-n3ccc(C(N)=O)n3)c2)C1=O,0.61
C[C@@H](Nc1cc(F)cc(F)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.3
CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)c(C)n4)n3)cc12,2.0
COc1ccc(-c2noc(C(=O)NCCc3ccc(C(=O)N4CC(OC)C4)cc3)n2)cc1OCC1(O)CC1,2.0
Cc1ncccc1-c1cnc(NCc2c(F)ccc3c2CCO3)n2c(=O)[nH]nc12,3.0
C[C@@H]1CN([C@H](c2ccc(-c3ccccc3C(=O)O)cc2)c2cccc(O)c2)[C@@H](C)CN1Cc1ccccc1,2.3
CCCc1cc(=O)n2nc(NCc3ccc(Br)cc3F)c(C#N)c2[nH]1,3.1
Cc1c(C2=CCN(C(=O)N(C)C(C)C)CC2)nnn1-c1cccnc1F,2.1
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,3.77
Cc1cc([C@@H](C)Nc2ccccc2C(=O)NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,0.9
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc3c(c2)CCC(C2CCOCC2)O3)cc1,5.38
Cc1nc2nc(C)c(C[C@@H]3CCN(c4ccc(-c5ccc(CN6CCN(C)CC6)nn5)cc4)C3)c(C)n2n1,1.8
COc1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc2c1NC(=O)C(C)(C)NC2=O,2.6
CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](C3=NOCC3)CC2)C1,1.0
COc1cccc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C,1.5
NC[C@]1(CC(=O)O)C[C@H]2CC[C@H]2C1,-1.0
O=C(C1CCN(C(=O)C(F)(F)F)CC1)N1N=CCC1c1ccccc1,4.9
O=C(c1ccc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1)N1CCCC1,2.4
CC1(c2cccc(Br)c2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,5.72
Cc1cc(=O)n(CCCOc2ccccc2)c(N2CCNC[C@H]2C)n1,0.9
COc1ccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)N[C@H]4C[C@H](OC)C4)c3)ccc2=O)cc1F,4.3
CC1(CC(=O)NCc2cccc(Cl)c2)CC2(CCCCC2)OO1,3.7
COc1cc(C(=O)N2CCCC2)ccc1-c1ccnc2[nH]c(C3CCN(CCO)CC3)cc12,1.3
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1,1.3
CCNc1cc(F)cc2c1[nH]c1ncc(-c3cncc(Cc4ncc[nH]4)c3)c(-n3ccc(C(F)(F)F)n3)c12,3.62
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4ccccc4)ccc3n2)cc1,4.83
Nc1c(-c2nc(C3CCOCC3)no2)nnn1Cc1ccc(CN2CCOCC2)cc1,1.3
CCC(=O)N1CCCC(c2nc3ncc(Cl)cc3[nH]2)C1,2.17
Cc1nccnc1Nc1nc(-c2ccc(OC(C)C)cn2)ns1,2.7
COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@@H](OC)/C=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,3.4
COc1cccnc1-c1noc(-c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)n1,1.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NCCOCCOCCOCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cc4)cc23)c1F,2.4
O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCCCCF)nn23)cc1F,2.8
CC(=O)N1C2C=C(CN3C4CCC3CC(NC(=O)Nc3cc(F)cc(C(F)(F)F)c3)C4)CC1CCC2,3.1
O=C(Nc1ccc2c(c1)nnn2-c1ccccc1)c1c(O)nn2ccccc12,1.59
CC(C)N(C(=O)CN1C(=O)C(Cc2ccccc2)c2nnc(-c3ccccc3)n2-c2ccccc21)c1ccccc1,3.13
CC(C)(O)c1ccc(C#Cc2cc3n(c2)C(=O)N(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3)cc1,1.9
O=[N+]([O-])c1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,3.9
CCNc1nc(N)nc2cc(-n3cccn3)cnc12,2.1
Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O,-1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CCCNC(C)=O)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,2.06
COc1cccc(C(=O)CN2C(=O)NC(C)(c3ccc(S(N)(=O)=O)cc3)C2=O)c1,3.0
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(Cl)c3)=C(C)C1=O)[C@@H]2COC(N)=O,2.01
CC1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)c2ccc(Cl)s2)C1=O,4.85
CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@H](CCCC)N(C)C1=O,4.9
CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2cccc(CC#N)c2)CCCC1,3.61
C[C@H]1CCN(S(=O)(=O)c2cc(NC(=O)Cn3nnc4c3CCNC4)ccc2Br)C1,2.9
Brc1ccc(Br)c(N(CC2CC2)C2=NCCN2)c1,-0.52
Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(N[C@@H](c2ccccc2)[C@@H](C)CN2CCNCC2)c1=O,1.3
CN(C)CCc1c[nH]c2ccc(-c3nc(Cc4ccc(NS(C)(=O)=O)cc4)no3)cc12,1.25
Cc1ccsc1-c1cnc(N[C@@H]2CCN(C)C[C@H]2C(=O)NC2CCCCC2)c2[nH]c(=O)c(C)cc12,5.13
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,2.7
CCc1oc(CCc2cc(N3CCOCC3)cc(NC(C)=O)n2)nc1C,2.3
C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccc(Cl)cc1,3.9
C[C@@]1(c2cc(NC(=O)c3coc(CF)n3)ccc2F)C=C(CF)OC(N)=N1,2.2
COc1ccc(-c2c(C)nn3c(NCc4cccnc4)cc(C)nc23)cc1OC,4.3
COc1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1,3.62
C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)OCOC(C)=O)[C@H](C)C(=O)NCC(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)OCOC(C)=O)CCC(=O)N1C,1.2
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)CC)c2cn[nH]c2c1,3.5
COc1cc(C#Cc2nn(C3CN(C(=O)/C=C/CN(C)C)C3)c3ncnc(N)c23)cc(OC)c1,2.3
CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,2.9
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,2.3
CN(C(=O)NCCCl)C1CCCCC1,1.41
O=C(O)Cc1ccccc1-c1cccc(NC(=O)OCc2ccccc2)c1,3.06
CCOc1cc(CN2CC3(CC(N4CCC(CC)(C(=O)O)CC4)=NO3)C2)cc(OCC)c1-c1ccc(F)cc1,3.58
CNC12CCCCC1CCc1c(C)cc(OC)cc12,1.72
NC(=S)N/N=C/c1ncccc1N,0.85
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCNCCOC(=O)NCCCc4ccc(N(CCCl)CCCl)cc4)[C@H]3[C@@H]1CC[C@@H]2O,2.22
CCNC12CCCCC1CCc1ccccc12,1.15
N#Cc1ccc(S(=O)(=O)[C@H]2CN(S(=O)(=O)c3ccc(Cl)cn3)C[C@@]2(O)CO)cc1,3.1
O=C(c1ccccc1)N1CCCC(c2cc3ncccc3[nH]2)C1,2.68
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCCN3CCOCC3)ccc2c1,2.9
CCOC(=O)N1C2C=C(CN3CCC(NC(=O)Nc4cc(F)cc(C(F)(F)F)c4)CC3)CC1CC2,4.6
COc1cccc(CNC(=O)c2cc(-c3nnn(CC4CCCCO4)n3)cc(C)n2)c1,3.22
Cc1nc(OCc2cn(CCNc3ccnc4cc(Cl)ccc34)nn2)nc(-c2ccc([N+](=O)[O-])cc2)c1C(=O)OC(C)C,0.88
COc1cc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)ccn1,2.0
COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H](C)CC(=O)N(C)C)c34)CC2)CC1,2.3
COCC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,3.2
O=C(Nc1ccccc1B(O)O)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,3.2
CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccc(-c3n[nH]c(=O)o3)cc21,4.4
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(OC)c1OC,2.91
CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O,5.2
CC1(C)CN(c2ccc(F)c(C(F)(F)F)c2)C(=O)N1,3.2
CN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,1.7
O=C(Cn1ncccc1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,1.0
CC(C)(c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1,3.9
CN(C)CC(=O)N1CCC(n2ccc(-c3cnc(N)c(-n4nnc5ccccc54)n3)n2)CC1,1.8
N[C@H]1C[C@@]1(F)c1ccccc1,2.39
O=C(NO)/C(=C\c1ccccc1)C(=O)NCc1ccc(F)cc1,1.1
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,0.6
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCC/N=C(/N)NC#N)C(C)C,4.5
CO[C@H]1CN(c2nc3cccc(C(=O)O)c3s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,1.7
CCCCC#Cc1ccc(NC2CCN(C(C)=O)CC2)c(C(N)=O)c1,3.24
CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.1
CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,3.7
O=C1OC2(CCN(CC(O)C3COc4ccccc4O3)CC2)CN1CCc1ccccc1,2.79
COc1ccccc1C(=O)CN1C(=O)NC(C)(c2ccc(C#N)cc2)C1=O,4.45
COc1cc(C)c(C(=O)NS(=O)(=O)c2ccccc2)cc1-c1ccc(C#CCO)s1,1.7
Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,3.2
COCC(C)n1ccc(=O)c(O)c1C,-0.3699999999999999
COc1ccc(C2CC(=O)NCCS2)cc1,1.6
CN(C)[C@H]1CCN(c2c(-c3ccccc3)cc(C#N)c3oc(C(C)(C)C)cc23)C1,5.4
CC1(c2cccc(NS(C)(=O)=O)c2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,3.67
CCCC[C@H]1C(=O)N(C)[C@@H](CCC)C(=O)N[C@@H](C2CCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H](CO[C@H]2C[C@H](N)C2)C(=O)N[C@H](C)CN1CCCC,1.5
CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C3(C(F)(F)F)CC3)n[nH]c2C1(C)C)c1ccccc1,1.5
Nc1nnc(-c2cnccc2N)s1,1.44
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1F,2.2
N#Cc1c(-c2cccc(C(F)(F)F)c2)cc(NCCN)n2c1nc1ccccc12,1.8
CCOc1cc(Cl)c(C(=O)NC(=O)Nc2nc3ccc(S(=O)(=O)C4CCN(C)CC4)cc3s2)cc1-n1cccn1,3.0
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3cccc(OC(F)(F)F)c3)cc21,3.3
Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN[C@H](CO)C(=O)O)cc2Cl)cccc1-n1cccc1,2.83
CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cncnc21,3.7
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(O)cnc32)CC1,3.1
O=C(Nc1ccccn1)c1ccc2c(C(=O)O)ccc(O)c2n1,1.2
CCCN(C[C@@H]1C[C@@H](F)CN1)C(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,3.4
COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(N)=O)ccc1-c1cnc(C)o1,2.3
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCNC(=O)Cc2ccccc2)C(C)(C)C)cc1,1.4
CCNc1nc(N)nc2nc(-c3ccc[nH]c3=O)ccc12,0.8
Cn1ccc(Nc2ncnc3ccc(Oc4ccccc4S(C)(=O)=O)cc23)n1,1.9
Cc1ncsc1-c1cc2c(cc1F)C(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C)CC2,2.3
Nc1cccc(C(=O)NC2CCC(=O)NC2=O)c1F,-1.2
Cc1cc(C)n(-c2cc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)cc(N3CCOCC3)c2)n1,2.73
Cc1ncc(-c2ccc3nc(Nc4cnn(C5CCN(C)CC5)c4)nc(OC4(C)CC4)c3n2)c(C)n1,2.1
CCCCCCN(CCCCCC)C(=O)C1CCCc2c1c1ccccc1n2CCF,2.13
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)OCc1ccccc1,3.9
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@@H](C)CO)c23)c1,3.9
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,3.07
O=C(CNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCOCc1ccccc1,1.8
COc1cc2c(cc1OC)CN(c1ccc(F)cc1)CC2,4.5
CCOc1ccnc(COc2ccc(C(C)=O)cc2-c2ccc3c(c2)CCNCC3)c1,2.7
Cc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)cc1,-0.73
Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,2.0
